ID,Name,unknown_0,patternId,playArea1,playArea2,bossId1,bossId2,extraBossId1,extraBossId2,bossModifier1,bossModifier2,extraBossModifier1,extraBossModifier2,
0,,1,0,1001,1011,4929,4860,-1,-1,444,402,0,0
1,,0,1,1001,1011,4929,4860,-1,-1,444,402,0,0
2,,0,2,1002,1003,4924,4840,-1,-1,439,400,0,0
3,,0,3,1000,1010,4924,4840,-1,-1,439,400,0,0
4,,0,4,1008,1003,4929,4860,-1,-1,444,402,0,0
5,,0,5,1011,1006,4929,4840,-1,-1,444,400,0,0
6,,0,6,1007,1002,4929,4840,-1,-1,444,400,0,0
7,,0,7,1010,1004,4924,4840,-1,-1,439,400,0,0
8,,0,8,1009,1006,4924,4840,-1,-1,439,400,0,0
9,,0,9,1011,1001,4924,4840,-1,-1,439,400,0,0
10,,0,10,1002,1007,4924,4840,-1,-1,439,400,0,0
11,,0,11,1011,1001,4929,4860,-1,-1,444,402,0,0
12,,0,12,1004,1010,4929,4860,-1,-1,444,402,0,0
13,,0,13,1002,1005,4929,4840,-1,-1,444,400,0,0
14,,0,14,1008,1000,4924,4860,-1,-1,439,402,0,0
15,,0,15,1010,1003,4924,4860,-1,-1,439,402,0,0
16,,0,16,1000,1009,4929,4860,-1,-1,444,402,0,0
17,,0,17,1001,1000,4924,4860,-1,-1,439,402,0,0
18,,0,18,1010,1004,4924,4860,-1,-1,439,402,0,0
19,,0,19,1003,1008,4929,4840,-1,-1,444,400,0,0
20,,0,20,1003,1023,4924,4860,-1,-1,439,402,0,0
21,,0,21,1011,1023,4924,4840,-1,-1,439,400,0,0
22,,0,22,1011,1023,4929,4860,-1,-1,444,402,0,0
23,,0,23,1011,1023,4924,4840,-1,-1,439,400,0,0
24,,0,24,1009,1023,4929,4840,-1,-1,444,400,0,0
25,,0,25,1001,1024,4924,4860,-1,-1,439,402,0,0
26,,0,26,1005,1024,4929,4860,-1,-1,444,402,0,0
27,,0,27,1011,1024,4929,4840,-1,-1,444,400,0,0
28,,0,28,1004,1024,4924,4840,-1,-1,439,400,0,0
29,,0,29,1010,1024,4924,4840,-1,-1,439,400,0,0
30,,0,30,1011,1021,4929,4840,-1,-1,444,400,0,0
31,,0,31,1002,1021,4929,4840,-1,-1,444,400,0,0
32,,0,32,1002,1021,4924,4860,-1,-1,439,402,0,0
33,,0,33,1011,1021,4929,4840,-1,-1,444,400,0,0
34,,0,34,1001,1021,4924,4860,-1,-1,439,402,0,0
35,,0,35,1001,1025,4929,4840,-1,-1,444,400,0,0
36,,0,36,1011,1025,4924,4840,-1,-1,439,400,0,0
37,,0,37,1011,1025,4924,4860,-1,-1,439,402,0,0
38,,0,38,1011,1025,4929,4860,-1,-1,444,402,0,0
39,,0,39,1001,1025,4929,4840,-1,-1,444,400,0,0
40,,0,40,1001,1009,4928,4919,-1,-1,440,445,0,0
41,,0,41,1010,1000,4780,4919,-1,-1,427,445,0,0
42,,0,42,1011,1004,4800,4925,-1,-1,429,447,0,0
43,,0,43,1010,1001,4890,4919,-1,-1,412,445,0,0
44,,0,44,1001,1004,4780,4919,-1,-1,427,445,0,0
45,,0,45,1005,1008,4928,4926,-1,-1,440,449,0,0
46,,0,46,1010,1006,4800,4919,-1,4923,429,445,0,446
47,,0,47,1010,1000,4780,4919,-1,4921,427,445,0,443
48,,0,48,1006,1011,4928,4926,-1,-1,440,449,0,0
49,,0,49,1003,1001,4800,4925,-1,-1,429,447,0,0
50,,0,50,1004,1008,4917,4926,-1,-1,416,449,0,0
51,,0,51,1001,1004,4800,4919,-1,-1,429,445,0,0
52,,0,52,1003,1002,4928,4925,-1,-1,440,447,0,0
53,,0,53,1004,1008,4917,4925,-1,-1,416,447,0,0
54,,0,54,1000,1010,4917,4919,-1,-1,416,445,0,0
55,,0,55,1001,1003,4890,4926,-1,-1,412,449,0,0
56,,0,56,1011,1003,4890,4919,-1,-1,412,445,0,0
57,,0,57,1006,1003,4917,4919,-1,-1,416,445,0,0
58,,0,58,1002,1005,4890,4926,-1,-1,412,449,0,0
59,,0,59,1004,1011,4780,4925,-1,-1,427,447,0,0
60,,0,60,1009,1023,4800,4919,-1,-1,429,445,0,0
61,,0,61,1011,1023,4780,4925,-1,-1,427,447,0,0
62,,0,62,1009,1023,4890,4926,-1,-1,412,449,0,0
63,,0,63,1000,1023,4917,4925,-1,-1,416,447,0,0
64,,0,64,1010,1023,4928,4919,-1,-1,440,445,0,0
65,,0,65,1003,1024,4917,4925,-1,-1,416,447,0,0
66,,0,66,1004,1024,4780,4926,-1,-1,427,449,0,0
67,,0,67,1009,1024,4928,4919,-1,-1,440,445,0,0
68,,0,68,1001,1024,4800,4919,-1,4925,429,445,0,447
69,,0,69,1005,1024,4890,4925,-1,-1,412,447,0,0
70,,0,70,1006,1021,4917,4919,4810,-1,416,445,430,0
71,,0,71,1004,1022,4800,4926,-1,-1,429,449,0,0
72,,0,72,1000,1021,4890,4926,-1,-1,412,449,0,0
73,,0,73,1001,1022,4780,4919,-1,-1,427,445,0,0
74,,0,74,1008,1022,4928,4925,-1,-1,440,447,0,0
75,,0,75,1011,1025,4917,4926,-1,-1,416,449,0,0
76,,0,76,1002,1025,4928,4919,-1,-1,440,445,0,0
77,,0,77,1011,1025,4800,4925,-1,-1,429,447,0,0
78,,0,78,1002,1025,4890,4926,-1,-1,412,449,0,0
79,,0,79,1002,1025,4780,4919,-1,-1,427,445,0,0
