path,priority,info
nightreign/assets/datas/autogen_pattern_list.csv,1,33259
nightreign/assets/datas/autogen_pattern_variationlist.csv,1,525959
nightreign/assets/datas/autogen_spot_distribution.csv,1,10137
nightreign/assets/datas/autogen_starter_distribution.csv,1,193
nightreign/assets/datas/autogen_starter_list.csv,1,306
nightreign/assets/datas/autogen_static_spotlist.csv,1,685
nightreign/assets/datas/manual_maps.csv,1,73
nightreign/assets/datas/manual_variations.csv,1,10706
nightreign/assets/fonts/simhei.ttf,1,9753388
nightreign/assets/shaders/font.frag,1,485
nightreign/assets/shaders/font.vert,1,305
nightreign/assets/shaders/texture.frag,1,212
nightreign/assets/shaders/texture.vert,1,341
nightreign/assets/textures/0/MENU_MapTile_L0_00_00.png,0,256x256
nightreign/assets/textures/0/MENU_MapTile_L0_00_01.png,0,256x256
nightreign/assets/textures/0/MENU_MapTile_L0_00_02.png,0,256x256
nightreign/assets/textures/0/MENU_MapTile_L0_00_03.png,0,256x256
nightreign/assets/textures/0/MENU_MapTile_L0_00_04.png,0,256x256
nightreign/assets/textures/0/MENU_MapTile_L0_00_05.png,0,256x256
nightreign/assets/textures/0/MENU_MapTile_L0_01_00.png,0,256x256
nightreign/assets/textures/0/MENU_MapTile_L0_01_01.png,0,256x256
nightreign/assets/textures/0/MENU_MapTile_L0_01_02.png,0,256x256
nightreign/assets/textures/0/MENU_MapTile_L0_01_03.png,0,256x256
nightreign/assets/textures/0/MENU_MapTile_L0_01_03_B1.png,0,256x256
nightreign/assets/textures/0/MENU_MapTile_L0_01_04.png,0,256x256
nightreign/assets/textures/0/MENU_MapTile_L0_01_05.png,0,256x256
nightreign/assets/textures/0/MENU_MapTile_L0_02_00.png,0,256x256
nightreign/assets/textures/0/MENU_MapTile_L0_02_01.png,0,256x256
nightreign/assets/textures/0/MENU_MapTile_L0_02_01_B1.png,0,256x256
nightreign/assets/textures/0/MENU_MapTile_L0_02_02.png,0,256x256
nightreign/assets/textures/0/MENU_MapTile_L0_02_03.png,0,256x256
nightreign/assets/textures/0/MENU_MapTile_L0_02_03_B1.png,0,256x256
nightreign/assets/textures/0/MENU_MapTile_L0_02_04.png,0,256x256
nightreign/assets/textures/0/MENU_MapTile_L0_02_04_B1.png,0,256x256
nightreign/assets/textures/0/MENU_MapTile_L0_02_05.png,0,256x256
nightreign/assets/textures/0/MENU_MapTile_L0_03_00.png,0,256x256
nightreign/assets/textures/0/MENU_MapTile_L0_03_01.png,0,256x256
nightreign/assets/textures/0/MENU_MapTile_L0_03_01_B1.png,0,256x256
nightreign/assets/textures/0/MENU_MapTile_L0_03_02.png,0,256x256
nightreign/assets/textures/0/MENU_MapTile_L0_03_02_B1.png,0,256x256
nightreign/assets/textures/0/MENU_MapTile_L0_03_03.png,0,256x256
nightreign/assets/textures/0/MENU_MapTile_L0_03_03_B1.png,0,256x256
nightreign/assets/textures/0/MENU_MapTile_L0_03_04.png,0,256x256
nightreign/assets/textures/0/MENU_MapTile_L0_03_04_B1.png,0,256x256
nightreign/assets/textures/0/MENU_MapTile_L0_03_05.png,0,256x256
nightreign/assets/textures/0/MENU_MapTile_L0_04_00.png,0,256x256
nightreign/assets/textures/0/MENU_MapTile_L0_04_01.png,0,256x256
nightreign/assets/textures/0/MENU_MapTile_L0_04_02.png,0,256x256
nightreign/assets/textures/0/MENU_MapTile_L0_04_03.png,0,256x256
nightreign/assets/textures/0/MENU_MapTile_L0_04_04.png,0,256x256
nightreign/assets/textures/0/MENU_MapTile_L0_04_05.png,0,256x256
nightreign/assets/textures/0/MENU_MapTile_L0_05_00.png,0,256x256
nightreign/assets/textures/0/MENU_MapTile_L0_05_01.png,0,256x256
nightreign/assets/textures/0/MENU_MapTile_L0_05_02.png,0,256x256
nightreign/assets/textures/0/MENU_MapTile_L0_05_03.png,0,256x256
nightreign/assets/textures/0/MENU_MapTile_L0_05_04.png,0,256x256
nightreign/assets/textures/0/MENU_MapTile_L0_05_05.png,0,256x256
nightreign/assets/textures/0/MENU_MapTile_L1_00_00.png,0,256x256
nightreign/assets/textures/0/MENU_MapTile_L1_00_01.png,0,256x256
nightreign/assets/textures/0/MENU_MapTile_L1_00_01_B1.png,0,256x256
nightreign/assets/textures/0/MENU_MapTile_L1_00_02.png,0,256x256
nightreign/assets/textures/0/MENU_MapTile_L1_01_00.png,0,256x256
nightreign/assets/textures/0/MENU_MapTile_L1_01_00_B1.png,0,256x256
nightreign/assets/textures/0/MENU_MapTile_L1_01_01.png,0,256x256
nightreign/assets/textures/0/MENU_MapTile_L1_01_01_B1.png,0,256x256
nightreign/assets/textures/0/MENU_MapTile_L1_01_02.png,0,256x256
nightreign/assets/textures/0/MENU_MapTile_L1_01_02_B1.png,0,256x256
nightreign/assets/textures/0/MENU_MapTile_L1_02_00.png,0,256x256
nightreign/assets/textures/0/MENU_MapTile_L1_02_01.png,0,256x256
nightreign/assets/textures/0/MENU_MapTile_L1_02_02.png,0,256x256
nightreign/assets/textures/1/MENU_MapTile_L0_00_00.png,0,256x256
nightreign/assets/textures/1/MENU_MapTile_L0_00_01.png,0,256x256
nightreign/assets/textures/1/MENU_MapTile_L0_00_02.png,0,256x256
nightreign/assets/textures/1/MENU_MapTile_L0_00_03.png,0,256x256
nightreign/assets/textures/1/MENU_MapTile_L0_00_04.png,0,256x256
nightreign/assets/textures/1/MENU_MapTile_L0_00_05.png,0,256x256
nightreign/assets/textures/1/MENU_MapTile_L0_01_00.png,0,256x256
nightreign/assets/textures/1/MENU_MapTile_L0_01_01.png,0,256x256
nightreign/assets/textures/1/MENU_MapTile_L0_01_02.png,0,256x256
nightreign/assets/textures/1/MENU_MapTile_L0_01_03.png,0,256x256
nightreign/assets/textures/1/MENU_MapTile_L0_01_04.png,0,256x256
nightreign/assets/textures/1/MENU_MapTile_L0_01_05.png,0,256x256
nightreign/assets/textures/1/MENU_MapTile_L0_02_00.png,0,256x256
nightreign/assets/textures/1/MENU_MapTile_L0_02_01.png,0,256x256
nightreign/assets/textures/1/MENU_MapTile_L0_02_01_B1.png,0,256x256
nightreign/assets/textures/1/MENU_MapTile_L0_02_02.png,0,256x256
nightreign/assets/textures/1/MENU_MapTile_L0_02_03.png,0,256x256
nightreign/assets/textures/1/MENU_MapTile_L0_02_04.png,0,256x256
nightreign/assets/textures/1/MENU_MapTile_L0_02_04_B1.png,0,256x256
nightreign/assets/textures/1/MENU_MapTile_L0_02_05.png,0,256x256
nightreign/assets/textures/1/MENU_MapTile_L0_03_00.png,0,256x256
nightreign/assets/textures/1/MENU_MapTile_L0_03_01.png,0,256x256
nightreign/assets/textures/1/MENU_MapTile_L0_03_01_B1.png,0,256x256
nightreign/assets/textures/1/MENU_MapTile_L0_03_02.png,0,256x256
nightreign/assets/textures/1/MENU_MapTile_L0_03_02_B1.png,0,256x256
nightreign/assets/textures/1/MENU_MapTile_L0_03_03.png,0,256x256
nightreign/assets/textures/1/MENU_MapTile_L0_03_03_B1.png,0,256x256
nightreign/assets/textures/1/MENU_MapTile_L0_03_04.png,0,256x256
nightreign/assets/textures/1/MENU_MapTile_L0_03_04_B1.png,0,256x256
nightreign/assets/textures/1/MENU_MapTile_L0_03_05.png,0,256x256
nightreign/assets/textures/1/MENU_MapTile_L0_04_00.png,0,256x256
nightreign/assets/textures/1/MENU_MapTile_L0_04_01.png,0,256x256
nightreign/assets/textures/1/MENU_MapTile_L0_04_02.png,0,256x256
nightreign/assets/textures/1/MENU_MapTile_L0_04_03.png,0,256x256
nightreign/assets/textures/1/MENU_MapTile_L0_04_04.png,0,256x256
nightreign/assets/textures/1/MENU_MapTile_L0_04_05.png,0,256x256
nightreign/assets/textures/1/MENU_MapTile_L0_05_00.png,0,256x256
nightreign/assets/textures/1/MENU_MapTile_L0_05_01.png,0,256x256
nightreign/assets/textures/1/MENU_MapTile_L0_05_02.png,0,256x256
nightreign/assets/textures/1/MENU_MapTile_L0_05_03.png,0,256x256
nightreign/assets/textures/1/MENU_MapTile_L0_05_04.png,0,256x256
nightreign/assets/textures/1/MENU_MapTile_L0_05_05.png,0,256x256
nightreign/assets/textures/1/MENU_MapTile_L1_00_00.png,0,256x256
nightreign/assets/textures/1/MENU_MapTile_L1_00_01.png,0,256x256
nightreign/assets/textures/1/MENU_MapTile_L1_00_02.png,0,256x256
nightreign/assets/textures/1/MENU_MapTile_L1_01_00.png,0,256x256
nightreign/assets/textures/1/MENU_MapTile_L1_01_00_B1.png,0,256x256
nightreign/assets/textures/1/MENU_MapTile_L1_01_01.png,0,256x256
nightreign/assets/textures/1/MENU_MapTile_L1_01_01_B1.png,0,256x256
nightreign/assets/textures/1/MENU_MapTile_L1_01_02.png,0,256x256
nightreign/assets/textures/1/MENU_MapTile_L1_01_02_B1.png,0,256x256
