ID,Name,unknown_0,patternId,attachId,smallBaseMapId,mapIndex,variationId,unknown_0x12,modifier,
0,Tile: Cathedral B (Cataclysm),1,0,126,3810,0,0,0,0
1,Tile: Castle (Cataclysm),0,0,110,3030,0,1,0,0
2,Tile: Castle (Cataclysm),0,0,103,3030,1,0,0,0
3,Tile: Cathedral B (Cataclysm),0,0,107,3810,1,1,0,0
4,Tile: Large Encampment with Siege Tower,0,0,112,3210,0,2,0,0
5,Tile: Large Encampment (Cataclysm),0,0,120,3220,0,1,0,0
6,Tile: Large Encampment with Siege Tower,0,0,116,3210,1,1,0,0
7,Tile: Major Ruins B (Cataclysm),0,0,101,3410,0,1,0,0
8,Tile: Major Ruins D (Cataclysm),0,0,111,3430,0,0,0,0
9,Tile: Major Ruins B (Cataclysm),0,0,106,3410,1,3,0,0
10,Tile: Major Ruins B (Cataclysm),0,0,104,3410,2,1,0,0
11,Tile: Encampment E,0,0,358,4341,0,0,0,0
12,Tile: Church A,0,0,302,4100,0,0,0,0
13,Tile: Church A,0,0,313,4100,1,0,0,0
14,Tile: Church A,0,0,300,4100,2,0,0,0
15,Tile: Caravans A,0,0,312,4500,0,0,0,0
16,Tile: Sorcerer's Rise A,0,0,305,4000,0,8,0,0
17,Tile: Encampment D,0,0,314,4340,0,0,0,0
18,Tile: Encampment A,0,0,301,4300,0,0,0,0
19,Encounter: Grafted Scion,0,0,757,4691,0,0,0,415
20,Encounter: Ancestor Spirit,0,0,756,4664,0,0,0,0
21,Encounter: Castle Layout B,0,0,190,4942,0,0,0,0
22,Encounter: Death Rite Bird,0,0,761,4674,0,0,0,0
23,Encounter: Ulcerated Tree Spirit,0,0,763,4663,0,0,0,0
24,Encounter: Royal Revenant,0,0,755,4656,0,0,0,0
25,Encounter: Draconic Sentinel,0,0,758,4654,0,0,0,0
26,Encounter: Wormface and Night's Cavalry,0,0,754,4662,0,0,0,0
27,Encounter: Dragon,0,0,760,4659,0,0,0,0
28,Encounter: Golden Hippopotamus,0,0,762,4672,0,0,0,0
29,Encounter: Leonine Misbegotten,0,0,750,4655,0,0,0,0
30,Encounter: Lion Guardian,0,0,759,4657,0,0,0,0
31,Encounter: Red Wolf of Radagon,0,0,753,4651,0,0,0,0
32,Encounter: Guardian Golems,0,0,620,4605,0,0,0,0
33,Encounter: Large Dogs and Crows,0,0,633,4601,0,0,0,0
34,Encounter: Trolls- Knights and Soldiers,0,0,655,4600,0,0,0,0
35,Encounter: Royal Riders,0,0,628,4606,0,0,0,0
36,Encounter: Fingercreepers,0,0,637,4603,0,0,0,0
37,Encounter: Dragons,0,0,660,4604,0,0,0,0
38,Encounter: Ants,0,0,658,4602,0,0,0,0
39,Encounter: Large Dogs and Crows,0,0,651,4601,1,0,0,0
40,Encounter: Fingercreepers,0,0,659,4603,1,0,0,0
41,Encounter: Fingercreepers,0,0,644,4603,2,0,0,0
42,Encounter: Trolls- Knights and Soldiers,0,0,645,4600,1,0,0,0
43,Encounter: Large Dogs and Crows,0,0,662,4601,2,0,0,0
44,Encounter: Dragons,0,0,616,4604,1,0,0,0
45,Encounter: Fingercreepers,0,0,617,4603,3,0,0,0
46,Encounter: Guardian Golems,0,0,643,4605,1,0,0,0
47,Encounter: Trolls- Knights and Soldiers,0,0,653,4600,2,0,0,0
48,Encounter: Fingercreepers,0,0,654,4603,4,0,0,0
49,Encounter: Dragons,0,0,621,4604,2,0,0,0
50,Encounter: Fingercreepers,0,0,627,4603,5,0,0,0
51,Encounter: Guardian Golems,0,0,646,4605,2,0,0,0
52,Encounter: Fingercreepers,0,0,632,4603,6,0,0,0
53,Encounter: Ants,0,0,641,4602,1,0,0,0
54,Encounter: Ants,0,0,661,4602,2,0,0,0
55,Encounter: Large Dogs and Crows,0,0,622,4601,3,0,0,0
56,Encounter: Dragons,0,0,650,4604,3,0,0,0
57,Encounter: Trolls- Knights and Soldiers,0,0,619,4600,3,0,0,0
58,Encounter: Large Dogs and Crows,0,0,648,4601,4,0,0,0
59,Encounter: Trolls- Knights and Soldiers,0,0,647,4600,4,0,0,0
60,Encounter: Trolls- Knights and Soldiers,0,0,618,4600,5,0,0,0
61,Encounter: Trolls- Knights and Soldiers,0,0,634,4600,6,0,0,0
62,Encounter: Large Dogs and Crows,0,0,638,4601,5,0,0,0
63,Encounter: Royal Riders,0,0,652,4606,1,0,0,0
64,Encounter: Large Dogs and Crows,0,0,623,4601,6,0,0,0
65,Encounter: Royal Riders,0,0,630,4606,2,0,0,0
66,Encounter: Ants,0,0,640,4602,3,0,0,0
67,Encounter: Dragons,0,0,642,4604,4,0,0,0
68,Encounter: Royal Riders,0,0,639,4606,3,0,0,0
69,Encounter: Royal Riders,0,0,656,4606,4,0,0,0
70,Encounter: Royal Riders,0,0,631,4606,5,0,0,0
71,Encounter: Royal Riders,0,0,625,4606,6,0,0,0
72,Encounter: Guardian Golems,0,0,657,4605,3,0,0,0
73,Encounter: Ants,0,0,649,4602,4,0,0,0
74,Encounter: Royal Riders,0,0,635,4606,7,0,0,0
75,Encounter: Dragons,0,0,624,4604,5,0,0,0
76,Encounter: Guardian Golems,0,0,629,4605,4,0,0,0
77,Encounter: Guardian Golems,0,0,626,4605,5,0,0,0
78,Encounter: Guardian Golems,0,0,615,4605,6,0,0,0
79,Encounter: Dragons,0,0,636,4604,6,0,0,0
80,Tile: Evergaol B,0,0,602,4660,0,5,0,0
81,Tile: Evergaol A,0,0,604,4650,0,3,0,0
82,Tile: Evergaol C,0,0,606,4670,0,3,0,0
83,Tile: Evergaol A,0,0,601,4650,1,4,0,0
84,Tile: Evergaol B,0,0,605,4660,1,4,0,0
85,Tile: Evergaol C,0,0,607,4670,1,1,0,0
