ID,Name,unknown_0,modifierSet,requireModifier1,requireModifier2,excludeModifier1,excludeModifier2,modifier,eventFlag,weight,
0,Default,1,0,0,0,0,0,0,0,0
100,Cataclysm,0,0,0,0,0,0,10,7600,100
101,The Mountaintops,0,0,0,0,0,0,11,7601,100
102,The Crater,0,0,0,0,0,0,12,7602,100
103,Rotted Woods,0,0,0,0,0,0,13,7603,100
104,Noklateo,0,0,0,0,0,0,15,7605,100
105,,0,0,0,0,0,0,120,0,100
106,,0,0,0,0,0,0,200,0,100
107,,0,0,0,0,0,0,210,0,100
108,,0,0,0,0,0,0,180,0,100
109,Night Boss Interference: Margit,0,0,0,0,0,0,604,8075,100
110,Night Boss Interference: ,0,0,0,0,0,0,603,8076,100
111,Night Boss Interference: ,0,0,0,0,0,0,601,8078,100
112,Night Boss Interference: ,0,0,0,0,0,0,602,8079,100
113,,0,0,0,0,0,0,140,0,100
114,,0,0,0,0,0,0,230,0,100
150,,1,150,11,0,0,0,9002,0,100
151,,1,150,12,0,0,0,9002,0,100
152,,1,150,13,0,0,0,9002,0,100
153,,1,150,15,0,0,0,9002,0,100
190,,0,190,0,0,15,0,700,0,100
191,,0,190,0,0,15,0,701,0,100
192,,0,190,0,0,11,0,702,0,100
193,,0,190,0,0,11,12,703,0,100
194,,0,190,0,0,13,0,704,0,100
195,,0,190,0,0,13,0,705,0,100
196,,0,190,0,0,12,0,706,0,100
197,,0,190,0,0,13,0,707,0,100
198,,0,190,0,0,0,0,708,0,100
300,,0,300,0,0,0,0,1101,0,50
301,,0,300,0,0,0,0,1102,0,50
310,,0,310,0,0,0,0,1105,0,875
311,,0,310,0,0,0,0,1106,0,125
320,,1,320,1101,10,0,0,9000,0,100
321,,1,320,1101,11,0,0,9001,0,100
322,,1,320,1101,12,0,0,9001,0,100
323,,1,320,1101,13,0,0,9001,0,100
324,,1,320,1101,15,0,0,9001,0,100
350,,0,350,0,0,0,0,0,0,80
351,,0,350,0,0,0,0,1104,0,20
360,,0,360,10,0,1104,0,1304,0,100
361,,0,360,11,0,1104,0,1301,0,100
362,,0,360,12,0,1104,0,1301,0,100
363,,0,360,13,0,1104,0,1303,0,100
364,,0,360,15,0,1104,0,1303,0,100
365,,0,360,10,1104,0,0,1303,0,100
366,,0,360,11,1104,0,0,1300,0,100
367,,0,360,12,1104,0,0,1300,0,100
368,,0,360,13,1104,0,0,1302,0,100
369,,0,360,15,1104,0,0,1302,0,100
500,,0,500,13,0,0,0,0,1057300590,33
501,,0,500,13,0,0,0,0,1047300590,33
502,,0,500,13,0,0,0,0,1046300590,33
800,Buried Treasure Group: 00,0,800,0,0,15,0,0,8000,100
801,Buried Treasure Group: 01,0,800,0,0,11,0,0,8001,100
802,Buried Treasure Group: 02,0,800,0,0,11,12,0,8002,100
803,Buried Treasure Group: 03,0,800,0,0,0,12,0,8003,100
804,Buried Treasure Group: 04,0,800,0,0,0,0,0,8004,100
805,Buried Treasure Group: 05,0,800,0,0,11,0,0,8005,100
806,Buried Treasure Group: 06,0,800,0,0,11,12,0,8006,100
807,Buried Treasure Group: 07,0,800,0,0,0,12,0,8007,100
808,Buried Treasure Group: 08,0,800,0,0,15,0,0,8008,100
809,Buried Treasure Group: 09,0,800,0,0,15,0,0,8009,100
810,Buried Treasure Group: 10,0,800,0,0,13,0,0,8010,100
811,Buried Treasure Group: 11,0,800,0,0,13,0,0,8011,100
3000,Day 1 Event: Night Boss Appears Continuously,0,3000,120,0,0,0,800,7700,100
3001,Day 2 Event: Night Boss Appears Continuously,0,3000,120,0,0,0,801,7720,100
3010,Day 1 Event: Meteor Strike,0,3010,200,0,0,0,800,7701,100
3011,Day 2 Event: Meteor Strike,0,3010,200,0,0,0,801,7721,100
3020,Day 1 Event: Walking Mausoleum,0,3020,210,0,0,0,800,7702,100
3021,Day 2 Event: Walking Mausoleum,0,3020,210,0,0,0,801,7722,100
3030,Day 1 Event: Mass Enemy Spawn,0,3030,180,0,0,0,800,7704,100
3031,Day 2 Event: Mass Enemy Spawn,0,3030,180,0,0,0,801,7724,100
3040,Day 1 Event: Night Boss Interference,0,3040,604,0,0,0,800,7705,100
3041,Day 2 Event: Night Boss Interference,0,3040,604,0,0,0,801,7725,100
3050,Day 1 Event: Night Boss Interference,0,3050,603,0,0,0,800,7705,100
3051,Day 2 Event: Night Boss Interference,0,3050,603,0,0,0,801,7725,100
3060,Day 1 Event: Night Boss Interference,0,3060,601,0,0,0,800,7705,100
3061,Day 2 Event: Night Boss Interference,0,3060,601,0,0,0,801,7725,100
3070,Day 1 Event: Night Boss Interference,0,3070,602,0,0,0,800,7705,100
3071,Day 2 Event: Night Boss Interference,0,3070,602,0,0,0,801,7725,100
3080,Day 1 Event: Madness Zone,0,3080,140,0,0,0,800,7707,100
3081,Day 2 Event: Madness Zone,0,3080,140,0,0,0,801,7727,100
3090,Day 1 Event: Madness Zone,0,3090,230,0,0,0,800,7706,100
3091,Day 2 Event: Difficult Sorcerer's Rise,0,3090,230,0,0,0,801,7726,100
3100,,0,3100,604,0,0,0,220,0,100
3101,,0,3100,603,0,0,0,220,0,100
3102,,0,3100,601,0,0,0,220,0,100
3103,,0,3100,602,0,0,0,220,0,100
3500,,0,3500,140,0,13,705,0,1044360220,100
3501,,0,3500,140,0,12,706,0,1044380230,100
3600,,0,3600,180,10,0,0,1150,0,100
3601,,0,3600,180,11,0,0,1151,0,100
3602,,0,3600,180,12,0,0,1152,0,100
3603,,0,3600,180,13,0,0,1153,0,100
3604,,0,3600,180,15,0,0,1154,0,100
3700,,0,3700,0,0,0,0,0,0,80
3701,,0,3700,0,0,602,0,1100,0,20
10000,Great Hollow,0,0,0,0,0,0,14,7604,100
10100,,0,0,0,0,0,0,10,7600,100
10101,,0,0,0,0,0,0,11,7601,100
10102,,0,0,0,0,0,0,12,7602,100
10103,,0,0,0,0,0,0,13,7603,100
10104,,0,0,0,0,0,0,15,7605,100
10105,,0,0,0,0,0,0,120,0,100
10106,,0,0,0,0,0,0,200,0,100
10107,,0,0,0,0,0,0,210,0,100
10108,,0,0,0,0,0,0,180,0,100
10109,,0,0,0,0,0,0,604,8075,100
10110,,0,0,0,0,0,0,603,8076,100
10111,,0,0,0,0,0,0,601,8078,100
10112,,0,0,0,0,0,0,602,8079,100
10113,,0,0,0,0,0,0,140,0,100
10114,,0,0,0,0,0,0,230,0,100
10115,,0,0,0,0,0,0,10000,8080,100
10116,,0,0,0,0,0,0,600,8077,100
10117,,0,0,0,0,0,0,10001,8081,100
10118,,1,0,0,0,0,0,15001,0,100
10119,,1,0,0,0,0,0,15002,0,100
10120,,1,0,0,0,0,0,15003,0,100
10121,,1,0,0,0,0,0,15004,0,100
10122,,1,0,0,0,0,0,15005,0,100
10123,,1,0,0,0,0,0,15100,0,100
10124,,1,0,0,0,0,0,15101,0,100
10125,,1,0,0,0,0,0,15102,0,100
10126,,1,0,0,0,0,0,15103,0,100
10127,,1,0,0,0,0,0,15104,0,100
10128,,1,0,0,0,0,0,15105,0,100
20150,,1,0,0,0,0,0,9002,0,100
20160,,0,160,0,0,0,0,13000,1026400300,100
20161,,0,160,0,0,0,0,13001,1036400300,100
20162,,0,160,0,0,0,0,13002,1059400300,100
20500,,0,500,140,0,0,0,800,7707,100
20501,,0,500,140,0,0,0,801,7727,100
20505,,0,505,120,0,0,0,800,7700,100
20506,,0,505,120,0,0,0,801,7720,100
20510,,0,510,10000,0,0,0,800,7705,100
20511,,0,510,10000,0,0,0,801,7725,100
20520,,0,520,600,0,0,0,800,7705,0
20521,,0,520,600,0,0,0,801,7725,100
20530,,0,530,10001,0,0,0,800,7705,100
20531,,0,530,10001,0,0,0,801,7725,100
20540,,0,540,603,0,0,0,800,7705,100
20541,,0,540,603,0,0,0,801,7725,100
20550,,0,550,601,0,0,0,800,7705,100
20551,,0,550,601,0,0,0,801,7725,100
20560,,0,560,602,0,0,0,800,7705,100
20561,,0,560,602,0,0,0,801,7725,100
21000,,0,1000,140,0,0,0,0,1038400230,100
21001,,0,1000,140,0,0,0,0,1046400230,100
23600,,0,3600,0,0,0,0,0,8000,100
23601,,0,3600,0,0,0,0,0,8001,100
23602,,0,3600,0,0,0,0,0,8002,100
23603,,0,3600,0,0,0,0,0,8003,100
23604,,0,3600,0,0,0,0,0,8004,100
23605,,0,3600,0,0,0,0,0,8005,100
23606,,0,3600,0,0,0,0,0,8006,100
23607,,0,3600,0,0,0,0,0,8007,100
23608,,0,3600,0,0,0,0,0,8008,100
23609,,0,3600,0,0,0,0,0,8009,100
23610,,0,3600,0,0,0,0,0,8010,100
23611,,0,3600,0,0,0,0,0,8011,100
23700,,0,3700,0,0,0,0,0,0,80
23701,,0,3700,0,0,602,424,1100,0,20
30150,,1,150,11,0,0,0,9002,0,100
30151,,1,150,12,0,0,0,9002,0,100
30152,,1,150,13,0,0,0,9002,0,100
30153,,1,150,15,0,0,0,9002,0,100
30190,,0,190,0,0,15,0,700,0,100
30191,,0,190,0,0,15,0,701,0,100
30192,,0,190,0,0,11,0,702,0,100
30193,,0,190,0,0,11,12,703,0,100
30194,,0,190,0,0,13,0,704,0,100
30195,,0,190,0,0,13,0,705,0,100
30196,,0,190,0,0,12,0,706,0,100
30197,,0,190,0,0,13,0,707,0,100
30198,,0,190,0,0,0,0,708,0,100
30300,,0,300,0,0,0,0,1101,0,50
30301,,0,300,0,0,0,0,1102,0,50
30310,,0,310,0,0,0,0,1105,0,875
30311,,0,310,0,0,0,0,1106,0,125
30320,,1,320,1101,10,0,0,9000,0,100
30321,,1,320,1101,11,0,0,9001,0,100
30322,,1,320,1101,12,0,0,9001,0,100
30323,,1,320,1101,13,0,0,9001,0,100
30324,,1,320,1101,15,0,0,9001,0,100
30350,,0,350,0,0,0,0,0,0,80
30351,,0,350,0,0,0,0,1104,0,20
30360,,0,360,10,0,1104,0,1304,0,100
30361,,0,360,11,0,1104,0,1301,0,100
30362,,0,360,12,0,1104,0,1301,0,100
30363,,0,360,13,0,1104,0,1303,0,100
30364,,0,360,15,0,1104,0,1303,0,100
30365,,0,360,10,1104,0,0,1303,0,100
30366,,0,360,11,1104,0,0,1300,0,100
30367,,0,360,12,1104,0,0,1300,0,100
30368,,0,360,13,1104,0,0,1302,0,100
30369,,0,360,15,1104,0,0,1302,0,100
30500,,0,500,13,0,0,0,0,1057300590,33
30501,,0,500,13,0,0,0,0,1047300590,33
30502,,0,500,13,0,0,0,0,1046300590,33
30800,,0,800,0,0,15,0,0,8000,100
30801,,0,800,0,0,11,0,0,8001,100
30802,,0,800,0,0,11,12,0,8002,100
30803,,0,800,0,0,0,12,0,8003,100
