ID,Name,unknown_0,patternId,modifierSet,modifier,eventFlag,patternSetId,targetBoss,rareMap,
0,[Gladius] Standard,1,0,0,10,7600,0,0,0
1,[Gladius] Standard,0,0,0,180,0,0,0,0
2,[Gladius] Standard,0,0,190,705,0,0,0,0
3,[Gladius] Standard,0,0,300,1102,0,0,0,0
4,[Gladius] Standard,0,0,310,1105,0,0,0,0
5,[Gladius] Standard,0,0,350,0,0,0,0,0
6,[Gladius] Standard,0,0,360,1304,0,0,0,0
7,[Gladius] Standard,0,0,800,0,8005,0,0,0
8,[Gladius] Standard,0,0,3030,801,7724,0,0,0
9,[Gladius] Standard,0,0,3600,1150,0,0,0,0
10,[Gladius] Standard,0,0,3700,0,0,0,0,0
11,[Gladius] Standard,1,0,99999,0,7535,0,0,0
12,[Gladius] Standard,0,1,0,10,7600,0,0,0
13,[Gladius] Standard,0,1,0,0,0,0,0,0
14,[Gladius] Standard,0,1,190,703,0,0,0,0
15,[Gladius] Standard,0,1,300,1102,0,0,0,0
16,[Gladius] Standard,0,1,310,1105,0,0,0,0
17,[Gladius] Standard,0,1,350,0,0,0,0,0
18,[Gladius] Standard,0,1,360,1304,0,0,0,0
19,[Gladius] Standard,0,1,800,0,8001,0,0,0
20,[Gladius] Standard,0,1,3700,1100,0,0,0,0
21,[Gladius] Standard,1,1,99999,0,7535,0,0,0
22,[Gladius] Standard,0,2,0,10,7600,0,0,0
23,[Gladius] Standard,0,2,0,0,0,0,0,0
24,[Gladius] Standard,0,2,190,701,0,0,0,0
25,[Gladius] Standard,0,2,300,1102,0,0,0,0
26,[Gladius] Standard,0,2,310,1105,0,0,0,0
27,[Gladius] Standard,0,2,350,0,0,0,0,0
28,[Gladius] Standard,0,2,360,1304,0,0,0,0
29,[Gladius] Standard,0,2,800,0,8002,0,0,0
30,[Gladius] Standard,0,2,3700,0,0,0,0,0
31,[Gladius] Standard,1,2,99999,0,7535,0,0,0
32,[Gladius] Standard,0,3,0,10,7600,0,0,0
33,[Gladius] Standard,0,3,0,0,0,0,0,0
34,[Gladius] Standard,0,3,190,708,0,0,0,0
35,[Gladius] Standard,0,3,300,1102,0,0,0,0
36,[Gladius] Standard,0,3,310,1105,0,0,0,0
37,[Gladius] Standard,0,3,350,0,0,0,0,0
38,[Gladius] Standard,0,3,360,1304,0,0,0,0
39,[Gladius] Standard,0,3,800,0,8005,0,0,0
40,[Gladius] Standard,0,3,3700,0,0,0,0,0
41,[Gladius] Standard,1,3,99999,0,7535,0,0,0
42,[Gladius] Standard,0,4,0,10,7600,0,0,0
43,[Gladius] Standard,0,4,0,180,0,0,0,0
44,[Gladius] Standard,0,4,190,704,0,0,0,0
45,[Gladius] Standard,0,4,300,1102,0,0,0,0
46,[Gladius] Standard,0,4,310,1105,0,0,0,0
47,[Gladius] Standard,0,4,350,0,0,0,0,0
48,[Gladius] Standard,0,4,360,1304,0,0,0,0
49,[Gladius] Standard,0,4,800,0,8000,0,0,0
50,[Gladius] Standard,0,4,3030,801,7724,0,0,0
51,[Gladius] Standard,0,4,3600,1150,0,0,0,0
52,[Gladius] Standard,0,4,3700,0,0,0,0,0
53,[Gladius] Standard,1,4,99999,0,7535,0,0,0
54,[Gladius] Standard,0,5,0,10,7600,0,0,0
55,[Gladius] Standard,0,5,0,180,0,0,0,0
56,[Gladius] Standard,0,5,190,705,0,0,0,0
57,[Gladius] Standard,0,5,300,1102,0,0,0,0
58,[Gladius] Standard,0,5,310,1105,0,0,0,0
59,[Gladius] Standard,0,5,350,0,0,0,0,0
60,[Gladius] Standard,0,5,360,1304,0,0,0,0
61,[Gladius] Standard,0,5,800,0,8005,0,0,0
62,[Gladius] Standard,0,5,3030,800,7704,0,0,0
63,[Gladius] Standard,0,5,3600,1150,0,0,0,0
64,[Gladius] Standard,0,5,3700,0,0,0,0,0
65,[Gladius] Standard,1,5,99999,0,7535,0,0,0
66,[Gladius] Standard,0,6,0,10,7600,0,0,0
67,[Gladius] Standard,0,6,0,0,0,0,0,0
68,[Gladius] Standard,0,6,190,703,0,0,0,0
69,[Gladius] Standard,0,6,300,1102,0,0,0,0
70,[Gladius] Standard,0,6,310,1105,0,0,0,0
71,[Gladius] Standard,0,6,350,1104,0,0,0,0
72,[Gladius] Standard,0,6,360,1303,0,0,0,0
73,[Gladius] Standard,0,6,800,0,8010,0,0,0
74,[Gladius] Standard,0,6,3700,0,0,0,0,0
75,[Gladius] Standard,1,6,99999,0,7535,0,0,0
76,[Gladius] Standard,0,7,0,10,7600,0,0,0
77,[Gladius] Standard,0,7,0,0,0,0,0,0
78,[Gladius] Standard,0,7,190,707,0,0,0,0
79,[Gladius] Standard,0,7,300,1102,0,0,0,0
80,[Gladius] Standard,0,7,310,1105,0,0,0,0
81,[Gladius] Standard,0,7,350,0,0,0,0,0
82,[Gladius] Standard,0,7,360,1304,0,0,0,0
83,[Gladius] Standard,0,7,800,0,8009,0,0,0
84,[Gladius] Standard,0,7,3700,0,0,0,0,0
85,[Gladius] Standard,1,7,99999,0,7535,0,0,0
86,[Gladius] Standard,0,8,0,10,7600,0,0,0
87,[Gladius] Standard,0,8,0,180,0,0,0,0
88,[Gladius] Standard,0,8,190,700,0,0,0,0
89,[Gladius] Standard,0,8,300,1101,0,0,0,0
90,[Gladius] Standard,0,8,310,1106,0,0,0,0
91,[Gladius] Standard,0,8,320,9000,0,0,0,0
92,[Gladius] Standard,0,8,350,0,0,0,0,0
93,[Gladius] Standard,0,8,360,1304,0,0,0,0
94,[Gladius] Standard,0,8,800,0,8008,0,0,0
95,[Gladius] Standard,0,8,3030,801,7724,0,0,0
96,[Gladius] Standard,0,8,3600,1150,0,0,0,0
97,[Gladius] Standard,0,8,3700,0,0,0,0,0
98,[Gladius] Standard,1,8,99999,0,7535,0,0,0
99,[Gladius] Standard,0,9,0,10,7600,0,0,0
100,[Gladius] Standard,0,9,0,0,0,0,0,0
101,[Gladius] Standard,0,9,190,705,0,0,0,0
102,[Gladius] Standard,0,9,300,1101,0,0,0,0
103,[Gladius] Standard,0,9,310,1106,0,0,0,0
104,[Gladius] Standard,0,9,320,9000,0,0,0,0
105,[Gladius] Standard,0,9,350,0,0,0,0,0
106,[Gladius] Standard,0,9,360,1304,0,0,0,0
107,[Gladius] Standard,0,9,800,0,8009,0,0,0
108,[Gladius] Standard,0,9,3700,0,0,0,0,0
109,[Gladius] Standard,1,9,99999,0,7535,0,0,0
110,[Gladius] Standard,0,10,0,10,7600,0,0,0
111,[Gladius] Standard,0,10,0,180,0,0,0,0
112,[Gladius] Standard,0,10,190,700,0,0,0,0
113,[Gladius] Standard,0,10,300,1102,0,0,0,0
114,[Gladius] Standard,0,10,310,1106,0,0,0,0
115,[Gladius] Standard,0,10,350,0,0,0,0,0
116,[Gladius] Standard,0,10,360,1304,0,0,0,0
117,[Gladius] Standard,0,10,800,0,8003,0,0,0
118,[Gladius] Standard,0,10,3030,801,7724,0,0,0
119,[Gladius] Standard,0,10,3600,1150,0,0,0,0
120,[Gladius] Standard,0,10,3700,0,0,0,0,0
121,[Gladius] Standard,1,10,99999,0,7535,0,0,0
122,[Gladius] Standard,0,11,0,10,7600,0,0,0
123,[Gladius] Standard,0,11,0,200,0,0,0,0
124,[Gladius] Standard,0,11,190,707,0,0,0,0
125,[Gladius] Standard,0,11,300,1102,0,0,0,0
126,[Gladius] Standard,0,11,310,1105,0,0,0,0
127,[Gladius] Standard,0,11,350,0,0,0,0,0
128,[Gladius] Standard,0,11,360,1304,0,0,0,0
129,[Gladius] Standard,0,11,800,0,8009,0,0,0
130,[Gladius] Standard,0,11,3010,801,7721,0,0,0
131,[Gladius] Standard,0,11,3700,0,0,0,0,0
